cpu_usage,temperature,power,frequency,fan_rpm
7.2,48.325458864544636,20.84,1421.8,41.93379896595726
6.8,47.39477351066457,19.86,1646.5,49.02760604457143
11.7,47.83336673262584,27.82,1487.1,42.83946336707104
7.8,49.39573671346177,23.29,1573.5,47.60619061088827
2.5,48.594008088628996,13.78,1187.1,59.35531907704291
7.3,47.43567167636343,16.75,1278.5,36.3330165100224
13.6,46.92453950639544,19.27,1504.1,57.83458644968644
4.5,46.33547495182361,14.34,1314.8,59.489831386035235
2.6,46.369473008323624,13.89,1206.8,45.03844333583031
1.0,45.91626127315423,13.44,1124.5,24.91596032479399
3.2,45.41203661804987,14.85,1210.2,39.83548804670362
0.9,45.51388735374664,13.14,1188.3,58.695972195611844
0.8,45.33921070463711,13.32,1178.5,45.33781709751182
0.7,44.98277792900098,13.12,1191.2,35.28900073947643
0.8,44.45181866724471,13.41,1247.9,39.99247039077953
1.0,44.40593255441325,13.6,1481.3,53.24088692764798
1.1,44.3808273020125,13.38,1183.8,50.12731934522587
0.8,44.4736823899122,13.36,1124.0,42.12216512203333
0.8,44.06260513260699,13.68,1116.9,40.717019078523855
0.8,44.03358133368711,13.49,1261.4,40.21151722673191
0.9,43.8404048893167,13.37,1177.6,34.68725706460958
0.8,43.9856193955603,13.3,1124.0,59.88003696784983
0.8,43.94342361133043,13.23,1136.9,40.34575837006871
0.9,43.99029888532397,13.41,1153.7,55.60682881110975
0.7,43.865338205448026,13.16,1216.6,58.53474258165109
0.7,43.959292222314,13.12,1138.9,53.20807873454219
0.9,43.90098069841861,13.44,1119.5,38.826646162922714
0.8,43.628794347832994,13.1,1138.8,47.110347799953814
0.9,43.88947454192247,13.0,1182.6,42.7717587981904
0.8,43.93045938714269,13.08,1211.0,33.92626402548335
0.7,43.54328686799431,13.03,1148.4,46.16400805508297
0.9,43.66130844805762,13.06,1188.5,31.093580040588872
0.8,43.49356986756401,13.39,1116.9,54.7298001439745
0.7,43.609329494398516,13.4,1241.8,38.1805073474711
0.9,43.451862530753615,13.58,1195.4,44.815899831115175
1.3,43.535079287984665,13.75,1221.6,45.61816149699018
1.6,43.62123633210699,13.94,1213.1,40.18006562725868
1.6,43.407103579715866,14.57,1340.6,48.622311074407286
1.4,43.59176536218503,13.89,1142.0,37.99465553448112
1.8,43.4765788220924,14.81,1165.6,51.446736260172855
12.7,45.03622361133512,18.48,1474.1,29.265526990292862
12.9,45.406599338028826,19.46,1367.2,44.13082101931042
10.8,45.46424664592415,21.64,1381.2,62.525636430852195
6.6,46.949956837078545,22.65,1294.8,33.361956228173206
10.8,47.74197893757479,24.83,1747.3,37.08015434784609
7.5,46.93922591355603,19.51,1249.4,49.266291941719565
8.8,48.664753750695816,23.94,1300.6,46.15219924775683
7.1,50.23067580111478,24.43,1266.5,48.35522520684231
9.1,49.3316015944634,20.78,2562.5,50.45720688346735
7.3,53.23900341698461,30.66,1245.0,52.22374993030981
8.4,50.78012078709819,24.22,1138.9,58.13130337755052
5.4,48.4447030126388,15.82,1340.0,51.66997078357517
1.7,46.99696242250917,14.08,1249.2,45.020565035961106
1.1,46.255309625592616,13.51,1152.4,53.89215735685187
9.4,46.27994622926799,18.0,2072.0,65.93852664205302
11.8,46.43366666533522,18.7,1452.4,45.27178873531
9.5,46.310535704599104,18.64,1716.2,36.56248922255896
9.7,46.335569013843084,18.35,2063.8,57.131796621745295
9.5,46.41413767277322,22.24,1395.7,44.647404800008246
5.5,47.85381308181832,19.88,1389.1,24.095088513472234
3.7,47.242822635856236,15.29,1124.0,54.41985814907492
2.8,46.57654358341079,15.16,1259.1,40.54876331139587
3.5,46.19508101206832,15.3,1256.5,44.959655572253226
1.1,45.61213817946869,13.94,1173.3,49.004418441690746
1.2,45.48885851734423,14.75,1238.3,47.43629466339117
1.7,45.26143836953898,14.39,1158.6,52.495496357150834
4.1,45.26501255085185,15.76,1358.0,40.786467752197936
7.9,46.09762821525229,16.71,1188.1,50.05168972097274
6.8,54.3699605586763,20.69,1453.4,42.28644520249095
6.7,77.35656416339454,39.05,1326.8,52.98147999045563
6.8,86.29296386473496,37.8,1666.2,55.62704374447405
6.6,86.90240159049297,37.45,1683.8,45.05460154824603
6.3,80.44896042087616,34.77,1393.9,70.20846144513851
5.8,77.2810602967461,30.22,1124.0,56.84783478973948
0.7,71.54035808151612,15.98,1418.3,72.42030183755942
0.8,67.09422458258473,14.08,1117.5,68.93176341054918
0.9,63.983389553386374,14.11,1199.2,83.82651850300664
0.8,60.90609472621579,14.52,1202.8,62.92131965107858
0.9,58.4571869635255,13.66,1124.0,60.673039592395575
0.6,53.398830159186716,13.73,1124.0,62.9818303616636
0.8,51.00361671317728,13.71,1139.0,58.55819962911703
0.9,49.90142441431268,13.75,1214.9,67.79466685826131
0.8,49.04531478364547,13.42,1178.6,41.95772957864881
0.8,48.65371827245044,15.49,1141.7,46.01188612209894
0.7,46.89462592798225,13.73,1116.9,44.38549955073618
0.8,46.360740929671664,13.19,1169.9,63.15532537128465
0.7,45.59670637082551,13.48,1177.2,69.55879575963581
1.2,45.35040266934349,13.64,1144.3,50.239645543369356
0.7,45.11079103369961,13.07,1165.7,48.602674837532355
0.7,45.010684707440745,12.91,1260.6,49.998279890149405
0.9,44.696366644290286,13.15,1177.2,60.072377546246855
1.3,44.62904861742968,13.78,1124.0,38.46252400023447
3.5,44.831097774028684,14.66,1210.6,49.50983686816702
4.0,45.2980268524989,14.38,1145.6,56.35970128252059
0.7,44.973428559897116,13.23,1159.0,51.178007936390294
1.1,44.8283528204062,13.46,1142.2,47.688322467430496
0.7,44.80367367294922,12.96,1160.4,55.48459128189801
0.8,44.43039106124876,16.19,1194.6,18.171187872800243
1.7,44.329318845872095,14.13,1291.2,51.7522373776828
1.8,44.33068288669945,14.72,1389.6,38.237204723743424
1.2,44.05036803961533,14.61,1343.9,26.156563353200443
5.7,44.700949927228386,15.35,1320.6,49.30710946875007
9.6,45.27887314098954,17.99,1124.0,57.8529064041048
13.3,46.05245482888473,19.63,1710.0,42.67488766332702
20.6,63.8639795385472,36.23,2011.2,53.670087360192724
18.2,81.84037880763356,53.25,2146.1,60.64004818482529
16.6,88.49916704300301,51.63,1885.9,63.19657030003849
20.9,90.91212446962345,54.84,2494.5,72.04095719328224
18.7,91.97239538507046,50.17,2165.0,68.11514002535199
19.0,92.30982075573306,50.98,2356.7,65.89174673645404
20.5,92.26227446672888,52.66,3235.0,52.89476567635071
20.9,92.36479736522573,54.08,2602.6,69.66426034472455
20.3,92.407870285564,53.5,2442.5,66.5701864889585
16.5,92.29970549708321,47.73,1788.0,99.1581817507805
23.4,87.56339135197851,49.16,2367.2,77.76908326510863
18.2,88.87117497105281,47.65,1561.8,81.93179824886205
16.0,91.17484376796939,45.75,1977.6,87.21064141426929
15.4,91.99111593924336,43.86,2835.9,83.12731896950946
15.5,92.23162136896045,44.81,1514.8,100.78573573422472
17.3,92.50561988488964,46.72,1565.6,78.58107291308508
14.2,92.54153720770938,42.51,1611.6,87.58013110323758
16.3,92.31320731892808,45.16,1829.8,79.0607422112549
14.2,92.42882537713898,42.87,1559.8,74.00890574579302
18.8,92.43563927606564,48.73,2546.7,81.70657032024721
14.7,92.60213787044283,46.98,1661.7,87.97675407442092
19.8,92.64754842544208,50.12,2202.5,84.49853149299669
16.0,92.40592605747443,44.93,2490.1,82.24511087870533
13.4,92.40415468735387,40.97,1613.1,75.42724793910897
13.3,92.33180796443385,41.13,1612.9,88.93230346316626
13.5,92.33496479599103,41.46,1616.1,74.9481515707252
16.8,92.5897350947217,46.11,1562.1,97.79311165127596
16.0,92.35759743274672,44.16,1563.3,91.18456674156798
16.4,92.44615417243989,45.31,2903.5,75.92712883574019
16.1,92.53567111842753,43.73,2775.9,87.53165648533245
18.4,92.6137524355844,46.08,1614.6,83.20512111155058
19.0,92.58661848247813,50.06,1611.9,94.00592749652975
15.6,92.50725596246578,45.58,1994.2,104.2930594937187
14.4,92.72807414140087,46.13,1564.4,72.20004708200672
16.1,92.55975235910921,44.8,1563.0,92.1557668031687
17.3,92.43305622499206,42.82,1863.4,89.44985215427394
15.2,92.4418481405686,44.04,1564.8,97.80340385795395
16.0,92.40725040568125,44.15,2771.7,93.25496891180879
16.8,92.42035621398053,45.9,1559.1,83.63135891762892
14.4,92.55651298628841,42.0,2693.0,87.98435504309836
20.4,92.52466330238936,47.72,2873.5,83.23490167176497
14.9,92.59770592565026,41.68,2643.1,101.97245758981586
17.1,92.30592121709972,45.69,1561.7,91.44014475997483
13.2,92.26729828789313,40.92,1567.2,110.25138088979716
17.0,92.46450785788024,45.26,1557.1,90.6434447892808
22.6,92.42064084999569,49.93,2758.7,84.17497731920834
25.0,92.38947500435151,56.81,3002.7,76.12954431393774
24.3,91.4194265439631,57.08,2588.7,73.24178824149666
30.5,87.04530107845923,51.46,2207.8,75.13959782339279
25.0,86.4507762398648,50.4,3232.7,92.80833017554536
31.5,83.33121293337156,50.3,3071.9,94.5070043479153
25.4,83.18860725114521,49.71,2918.5,72.55150897795222
24.5,81.60621493273122,49.67,3174.3,96.41591173929368
23.0,82.19886228393615,49.25,2083.5,81.72283879191825
21.6,84.40364402064104,49.36,2204.7,87.09723703229524
20.3,87.30377498723666,49.01,1990.8,101.41261715812803
22.0,87.38846097265981,49.09,1975.1,94.26849240289303
19.3,90.47219673140987,48.51,2797.6,82.62302787854374
22.8,90.70374973739564,50.37,2321.9,76.85003694980888
20.3,91.58211888784786,48.6,2390.7,64.62938631007444
23.5,90.48232285421373,50.02,2467.9,79.58150108243817
24.1,88.92603167403583,50.14,2411.6,85.04452674535607
31.3,86.02060258103899,50.76,3218.2,77.3116594920762
25.8,85.86043255868259,50.07,1769.4,85.5966168781268
26.1,84.8879354097543,50.18,2456.5,87.29570239628005
25.6,83.4098047697902,49.64,3393.7,83.95392121360774
18.8,88.68003487628134,48.7,2301.7,79.12870806870063
19.5,90.55365737589015,49.7,3102.9,87.57197051506222
29.3,86.68369904196469,50.52,2844.0,90.67189172177979
22.7,86.49506925329763,49.89,2539.7,75.36274666774437
20.9,88.24195965534082,49.7,2337.9,100.23930062330962
30.8,84.96535710723599,51.19,2617.9,84.87897397912727
23.3,86.34261626578557,49.53,2044.0,85.67912323612288
15.0,90.09801842511243,43.88,1602.6,92.55242718823881
13.4,91.64975103069835,38.97,1919.6,88.23177682495728
13.5,91.93504139266103,39.1,2440.4,95.94478952460635
16.9,92.37632244864523,42.61,3012.4,89.87027635967105
26.3,92.2232460044783,54.12,3125.6,81.37243075510051
25.3,92.35734349510665,59.28,1650.6,91.68381907834016
18.9,92.43904792356376,50.82,2840.1,77.11770417913064
17.1,92.38692551053522,45.81,2659.2,90.0538183722519
20.3,92.39823118566784,54.8,2091.1,88.98718821086906
19.1,92.22592113761819,51.85,2367.1,87.53689632699121
18.5,91.894189734283,50.3,2864.8,88.58648005036981
17.5,92.13507424855052,48.58,2433.5,71.12021143506885
16.1,92.28470846414444,45.59,2029.7,84.50827252912885
15.6,92.25513187265256,42.49,2761.8,90.97226737696883
16.5,92.45478806181912,42.79,1550.7,91.83230953069803
14.8,92.61106116248813,41.22,2386.5,80.11843235985583
14.9,92.43091046548967,41.3,2316.2,103.18948461239512
15.2,92.25308748240242,41.35,1753.6,81.98729679104088
14.5,92.35216460536797,40.74,1908.2,100.44276048747537
15.0,92.43635978518473,41.27,2004.9,95.10440382859365
15.1,92.55654975767206,41.07,1606.0,84.44181807995724
14.5,92.3508181185962,41.05,2010.4,108.71808642773111
15.3,92.44160307240513,41.43,1703.1,79.08036255882578
14.3,92.44568943475568,40.77,1550.7,100.25226298103202
19.7,92.49553523674388,48.75,2578.6,101.10393623862198
19.7,92.39243447580698,51.76,1786.1,84.42369400869691
18.6,92.48027107038939,49.14,1905.9,105.08156468518715
17.3,92.44183762713351,48.35,2599.6,88.67940978587275
18.8,92.44033893779549,49.85,2153.6,94.0863299848815
18.0,92.62421634081853,49.23,3236.7,93.8192030259827
19.8,92.52829795723623,50.62,2450.9,89.88699952782444
19.2,92.41058479152383,48.89,1896.7,99.35015663274825
21.5,92.51259203712867,52.36,3193.2,99.1871500215
20.6,92.033440118833,52.85,2241.3,73.77560366119938
18.5,92.30704280189131,48.32,2412.2,104.31168731332554
14.7,92.33664252529023,44.2,1604.5,74.50074727150566
15.9,92.25688148350844,42.86,1651.0,101.47877912249962
13.6,92.55004076324309,39.97,1554.1,102.44387088549641
13.4,92.4191509890617,39.8,1567.7,80.2871322874855
13.4,92.41650836900358,39.77,1603.7,87.10563422164601
13.6,92.32741109650276,40.47,1602.6,80.17116385115372
15.8,92.31495644125853,41.76,1554.1,89.09126865272376
13.2,92.39107611765215,39.48,1502.1,88.17056427041203
13.3,92.11112264602282,39.63,1550.8,99.05637636812243
15.3,92.2941796398119,41.16,1554.1,104.37039284981076
13.3,92.45634481200581,39.73,2014.4,105.23054768822203
13.2,92.34113099528193,39.71,1554.1,85.65747287749107
13.3,92.47191171786342,39.85,1550.9,89.1915614343377
13.5,92.21736744871178,39.73,1554.0,74.45333122380603
13.3,92.34925081249112,39.8,1555.2,83.23235550915132
13.2,92.39824862703044,40.14,1556.4,100.9424140789708
13.2,92.5309219754345,39.7,1563.4,107.45214132127911
13.3,92.26982053658126,40.02,1550.5,78.95487740412806
13.2,92.50899924199568,40.23,1560.0,85.37546861295925
13.1,92.49917831725251,39.56,1505.8,91.03753695422569
13.3,92.36868257757519,39.7,1604.2,94.10446693343877
13.2,92.43011833052088,39.45,1605.8,83.20789184423984
13.4,92.40612381918974,40.09,1910.0,95.54544843157875
13.2,92.33835602967469,39.88,1554.1,86.56721881818802
13.3,92.46328629259705,40.15,1607.7,91.16174773677982
13.3,92.34039886327258,39.78,1600.8,96.7696723587652
13.2,92.41003995103736,39.7,1554.5,91.37152809502835
13.1,92.4513820759831,39.42,1554.1,86.94385068211544
13.3,92.49245946996388,39.78,1654.7,90.21195511001565
13.2,92.24274825703411,39.85,1654.0,90.42471558482951
13.3,92.57115410890668,39.85,1564.5,87.60848310152916
13.1,92.25657145581685,39.71,1555.9,88.72084376362685
13.4,92.4110482520749,39.79,1554.1,107.29545543680035
13.3,92.41628202392673,40.08,1989.7,96.91833065140258
13.3,92.48255320800416,39.73,1604.3,88.35446256590006
13.3,92.31082313909387,39.76,1551.6,98.27891992937028
13.2,92.46939826536274,39.73,1653.9,87.97127460406338
13.3,92.27605853083439,39.66,1506.4,103.04079545224636
13.1,92.37768900071897,39.77,1554.3,95.0060386369039
13.2,92.4853362982072,39.7,2531.8,90.23665276764223
25.6,92.387694080103,58.64,1948.8,95.7868923346346
26.9,92.3708402803114,59.51,2004.2,75.60100309436706
25.6,92.52908893600073,57.82,1935.6,80.04212523369618
25.7,89.56904783286699,50.2,1892.1,79.37057987038455
25.6,87.53048038160591,49.85,1896.3,92.4415363918559
25.6,86.14772104168951,49.84,1894.3,107.63756462243691
25.6,85.3082333181752,49.64,1892.9,111.88180389537442
25.5,84.9494153429576,49.19,1905.6,95.01949308283845
25.6,84.82719611880123,49.12,1935.1,92.8570795076108
25.7,84.59129392069835,49.05,1891.7,69.16626220291391
25.7,84.58956660477277,49.01,2036.6,81.1790756154349
25.6,84.90800814940583,48.9,1933.7,78.24260405177645
25.6,84.90041651413011,48.9,1938.2,79.49939935271885
25.5,84.8057940198684,48.8,1892.4,83.67575584909761
25.5,85.112250431984,49.05,1891.9,80.3382091527324
25.6,85.27477153417951,48.96,1933.8,65.01274958649024
25.6,85.17846659868835,48.88,1892.3,92.06948809788624
25.6,85.21848022669279,48.7,2075.1,73.67989744880619
25.6,85.46506893397746,48.98,1896.3,86.6441971913851
27.7,85.34272061301125,48.84,2031.2,104.8602959652323
25.7,85.42916001158244,48.94,1892.0,74.81320296170846
25.5,85.36082791815701,48.8,1896.9,58.60861631847349
25.6,85.54570103706035,48.92,1933.8,81.11910059524516
25.5,85.37214043942018,48.99,2034.8,95.04624274192504
25.6,85.53797196100813,48.77,1890.0,103.66899897535437
25.6,85.5634131453261,48.86,1933.8,71.831574823652
25.6,85.84491731695225,48.83,1934.3,89.12937738531495
25.6,85.88789416681828,48.82,1896.5,79.53929781220674
25.7,85.90952086169666,49.06,1894.7,83.15843347996484
25.6,86.06826099254747,48.92,1904.4,110.68303793972561
25.6,85.96146309996365,49.11,1934.7,69.22833551517044
25.8,86.17862637612744,48.96,1893.1,86.81110459419942
25.5,86.32564812338985,48.93,1895.1,88.96395850001996
25.7,86.35802047178827,49.21,1890.0,95.15621101440426
25.6,86.32049631399985,48.94,2075.2,85.28780213496812
25.6,86.17073180449401,48.86,1894.9,87.39665540526133
25.5,86.31541785659125,49.0,1896.0,80.40661683446935
25.6,86.45759127842925,49.0,1890.0,87.02028154483524
25.5,86.31220801681896,48.89,2250.5,81.05098755755243
25.6,86.34869882173227,48.94,1904.4,90.82944266420807
25.5,86.60070470420564,49.21,1893.1,81.0288118403641
25.6,86.49671874369145,48.93,1891.1,88.59043185970225
25.6,86.43348085008213,48.95,1890.0,84.60713559572855
25.6,86.41020006752036,48.88,1899.6,96.22855168041328
25.5,86.63949301675012,49.15,1933.8,84.51215456090299
25.6,86.52128512011018,48.99,1934.2,67.34510334520087
25.5,86.42925318205619,48.97,1894.1,97.73657883031915
25.6,86.87241560641645,48.98,2206.6,76.09568624107617
25.6,86.96417805387641,48.89,1889.9,78.64564447575881
25.6,86.86564790071046,49.03,1890.0,79.25244874247504
26.7,86.5820937159847,49.06,1890.0,98.97533336218164
25.6,86.96418437066306,48.95,1900.0,63.892817426115485
26.0,86.8049921531394,49.02,1907.1,116.64286096761703
25.8,86.83962779372742,49.07,1984.4,95.83938737702505
25.6,87.12420877801404,49.12,1890.0,87.52263553470144
25.7,87.24869247903902,48.98,2116.5,84.75101942823551
25.6,87.3365528582103,49.03,1977.6,88.16375626781519
25.5,87.41855155056437,49.08,1933.4,90.52645747514622
25.8,87.30171190693744,48.97,2072.1,91.77335407215047
25.6,87.30389660999025,49.11,2162.6,91.0311881407869
25.6,87.25679553918994,49.13,2010.1,86.35292877119204
25.5,87.292367821074,49.17,1890.0,83.46841946177035
25.6,87.45435614223676,49.02,1929.0,84.06492527858195
25.6,87.42537434191746,49.05,1935.4,83.7440515943227
25.6,87.62953210610594,49.19,1890.0,97.12899020684272
25.7,87.50623134946743,49.05,1911.5,91.81028807525487
25.6,87.73098363183131,49.14,1890.1,56.54175137793651
25.6,87.8482108642624,49.06,1978.2,92.56492483119001
25.7,87.79775592888879,49.18,1977.7,88.00451645319629
25.6,87.76473429514195,49.27,1894.9,85.91361876564828
25.7,87.81652903305896,49.01,1890.0,82.2525408497023
25.6,87.72563022168394,49.03,1889.9,97.41031877336262
25.6,87.87788072915225,49.22,1933.5,95.67120245870568
25.5,87.879432088129,48.93,1890.8,78.48989548361945
25.5,87.96058303136873,48.97,1993.3,90.30851920882255
25.5,87.87353310665974,49.02,1886.8,76.53785454152776
25.5,88.01584997665688,48.99,1890.0,72.47220195601022
25.6,87.96064402403059,49.3,1890.0,80.01307881741494
25.5,88.07231304186604,49.13,1886.2,94.91427312764499
25.8,88.03001547683483,49.22,1883.8,95.83016309700565
25.7,88.01104383739205,48.98,1890.0,91.437054947731
25.6,87.99515087653725,49.19,1897.6,93.56335350322432
25.7,87.98181869914455,49.35,2155.3,91.47944416068228
25.6,88.00140205344397,49.04,1883.0,79.90732114387326
25.6,88.12000925857173,48.96,2075.1,90.64516697842676
28.7,87.12385872411235,49.23,1981.2,94.33327055421107
29.5,84.98596733332272,49.6,2363.2,93.87483730477985
26.6,84.56164831607842,49.23,2122.5,97.77676912039391
27.4,83.89423244784241,49.3,2007.8,92.593028566811
25.9,85.29091455577841,49.65,2115.7,88.55459865599613
27.2,85.30382029256197,49.87,1869.2,95.49110147665752
25.6,86.44400944256596,49.48,1940.2,84.46032163697866
25.7,87.43543845768411,49.82,1890.0,75.70345758277169
25.6,88.10719621365233,49.84,1894.1,83.16532884135388
25.7,88.27011666070125,49.7,1890.0,77.5796972606083
25.6,88.26253451720378,49.95,2069.7,78.47475740262806
25.6,88.32215117514733,49.91,1886.0,83.9494974223609
25.7,88.4545691649485,49.66,1842.3,77.61340730008905
25.6,88.33830121059275,49.65,1889.1,82.72835023718496
26.7,88.37341726501931,49.66,1883.7,67.10162403400119
25.7,88.33813236619456,49.69,1889.8,88.21716717173757
26.0,88.25305628580642,49.94,1890.2,86.1357753369292
25.7,88.33116803601973,49.75,1889.9,77.986401185129
25.6,88.54167057673838,49.72,1931.4,92.77827605576331
25.6,88.32487711314708,49.81,1890.0,95.73464784198896
25.7,88.60642389566209,49.9,1933.2,70.43050585217513
25.7,88.28567530262275,49.89,1889.9,79.003941035823
25.7,88.45598441221773,49.85,1889.9,79.04608700038938
25.9,88.49634651610889,49.78,2073.4,77.42885291243435
25.6,88.5520876010837,49.87,1890.0,95.19944975431204
25.8,88.72119368031066,49.98,1929.1,85.03173474701734
25.8,88.8832391557579,49.86,1974.7,84.38034830142745
25.6,88.7432905760135,49.82,1889.4,67.03404856328598
25.6,88.85630596939215,49.88,1883.1,93.46695167834275
25.6,88.93842266022764,49.9,1883.1,74.7542717212782
25.6,88.90626897398583,50.0,1933.8,87.77515362200427
25.6,88.94126485950639,49.81,2285.7,89.97422260102175
25.6,88.85560935894301,49.88,1885.7,100.82797119661035
25.6,88.8066879140963,49.84,1890.0,74.15097346129915
25.7,89.0049623784227,50.08,1930.5,57.05917927640847
25.5,89.00730139508916,49.98,1888.6,89.10565115696116
25.6,88.96397444550759,49.82,1889.5,105.28319416811911
25.6,89.1067324639908,49.79,1883.9,99.67683352945336
25.7,89.03365074807672,49.74,1893.2,89.3918586527964
25.7,89.0620469511244,50.09,1886.9,82.38561296872214
25.7,88.89957203071228,49.75,2112.0,95.37890456765933
25.6,89.10014109243984,49.91,1885.0,77.57706481404861
25.7,89.13025995106061,49.76,1898.6,92.0802254829915
25.6,88.94379129853657,50.0,1884.7,92.37485221268118
25.8,88.91739496922142,49.82,2065.1,97.92522710285147
25.7,89.05983013552186,49.81,1933.6,114.92225921279405
25.7,89.11216934983409,49.99,1889.9,91.25196967191846
25.5,88.97025245961561,49.81,1940.7,82.24000224303617
25.8,89.02749067928849,50.02,1885.6,87.07544960317453
25.6,89.29517778128063,49.96,1889.8,69.64175476743912
25.7,89.09976802914036,49.79,1887.9,80.38650543299018
25.7,89.13271375272117,49.78,1894.0,83.24176685116761
25.6,89.0070432520411,49.96,1885.2,82.09451856810793
25.6,89.1846332905055,49.97,2068.5,88.85964088567299
25.7,89.27048967293157,49.74,1890.0,79.1124790167134
25.6,89.31182781983703,49.4,1884.5,98.5474832626998
25.6,89.20135146137214,49.56,2126.0,87.33967075021879
25.6,89.32984123068397,49.56,1886.1,87.24495687449514
25.6,89.21162542978077,49.62,1932.8,84.05931890786991
25.7,89.05481940482576,49.6,2091.6,88.890433000639
25.6,89.1569698166036,49.48,1889.9,95.58972988441818
25.6,89.34476371191256,49.42,1918.2,78.66763299497154
25.9,89.21573777221695,49.5,3254.7,80.75792998851591
53.1,86.75568214115178,49.23,2341.6,84.30197035961156
50.7,84.37647717695799,48.86,2293.8,73.43401181553932
50.8,82.87147791603672,48.86,2160.9,78.17173429551578
50.7,82.09544021346974,48.76,2162.1,80.85520722337455
50.8,81.53115602644922,49.0,2284.7,93.57757037212524
52.4,80.95861846866696,49.47,2293.8,86.79311507026752
50.6,80.9145373377111,48.78,2282.1,85.38827562688647
50.6,80.76702486441522,48.38,2286.2,91.35349965790908
50.6,80.73671030265503,48.41,2294.0,80.95412414680099
51.1,80.91108809525981,48.43,2292.4,85.7933142254646
50.7,80.72571630906117,48.59,2547.8,80.48314833792438
50.6,80.9372701385776,48.44,2417.9,83.85168448115822
50.6,80.86535844327325,48.45,2419.9,75.10076526297182
50.7,80.93144566926325,48.61,2544.0,56.31092748046021
50.6,81.05049779977277,48.55,2293.5,79.16144258187778
50.6,81.11554203980808,48.62,2293.9,94.5660804341791
50.6,81.10172402839385,48.69,2283.4,89.45996323461866
50.6,81.09143350879249,48.38,2282.0,89.73211267628402
50.6,81.35156423314172,48.38,2292.0,92.33772437387864
50.5,81.36490520023081,48.6,2289.3,80.77653049205837
50.6,81.27879379863032,48.54,2293.0,81.78961846913334
50.6,81.27217354078928,48.5,2422.5,73.57747323147227
50.6,81.41629739027621,48.64,2284.1,76.5401647976729
50.6,81.29683825787207,48.56,2294.0,85.8134708519633
50.7,81.50658277919962,48.45,2424.8,91.65623982280225
50.6,81.44894735985562,48.76,2281.0,78.33919837663697
50.6,81.3888067895166,48.45,2293.6,75.33059431491581
50.6,81.49689356108416,48.68,2548.8,79.9217685074814
50.7,81.53979183856424,48.54,2280.3,85.99995807036927
50.6,81.38325485172038,48.69,2289.2,65.61003383258098
50.6,81.42885103566108,48.57,2411.3,57.138360163456554
50.8,81.58241574581062,48.46,2289.1,74.63865074568875
50.6,81.59428122649196,48.55,2289.6,67.97416709537231
50.5,81.50078359718061,48.59,2284.5,75.13157067486371
50.6,81.68671640483494,48.59,2288.8,78.76209856546157
50.7,81.61254205134449,48.52,2293.7,75.73030740036072
50.5,82.07602989943486,48.5,2280.6,94.80692311170966
50.7,81.76337501928774,48.69,2289.1,83.56623324797508
50.6,81.54659689471276,48.48,2283.9,83.31758635776738
